id,Predicted
1726,0.019232906
1727,0.997725703
1728,1
1729,0.954822839
1730,0.993335813
1731,0.937149775
1732,1
1733,0.166241792
1734,0.99926392
1735,0.946227287
1736,0.024415831
1737,0.041896582
1738,0.697656081
1739,0.770786732
1740,0.140017037
1741,0.6377353
1742,0.93289863
1743,0.909579399
1744,0.240002497
1745,0.063859816
1746,0.146686766
1747,0.997543139
1748,0.066209634
1749,0.974693408
1750,0.225409691
1751,0.102221658
1752,0.746116518
1753,0.285178335
1754,0.994311696
1755,0.401647121
1756,1
1757,0.293600037
1758,0.29460165
1759,0.32660534
1760,0.586818848
1761,0.981099009
1762,0.21847772
1763,0.833533474
1764,0.058201618
1765,0.99953271
1766,0.996951355
1767,0.99954738
1768,0.996385069
1769,0.998478619
1770,0.185460986
1771,0.831651166
1772,0.604141954
1773,0.997476147
1774,0.145677005
1775,0.839320109
1776,0.999732143
1777,0.909032816
1778,0.183627769
1779,0.156084642
1780,0.99867319
1781,0.997137838
1782,0.967579339
1783,1
1784,0.999636364
1785,0.998721453
1786,1
1787,0.024179689
1788,0.014022687
1789,0.132760511
1790,0.620333809
1791,0.999462044
1792,0.225587276
1793,0.690885795
1794,0.999509148
1795,0.993437402
1796,0.998637867
1797,0.235709507
1798,0.087793221
1799,0.326147389
1800,0.929383319
1801,0.999558824
1802,0.04083283
1803,0.924024167
1804,0.556009276
1805,0.994000247
1806,0.049468671
1807,0.917959757
1808,0.148276354
1809,0.801787337
1810,0.294617294
1811,0.083768301
1812,1
1813,0.999651163
1814,0.999859155
1815,0.9930666
1816,0.974830351
1817,0.04578054
1818,0.999403394
1819,0.995015276
1820,0.219284558
1821,0.003133377
1822,0.853774242
1823,1
1824,0.069272631
1825,0.045048906
1826,0.974389943
1827,0.540770576
1828,0.996818984
1829,0.008023442
1830,0.977750482
1831,0.999866667
1832,0.483403433
1833,0.998821995
1834,0.333652268
1835,0.548375299
1836,0.997938839
1837,0.997342413
1838,0.059198593
1839,0.562072337
1840,0.34666965
1841,0.998037129
1842,0.039726204
1843,0.988053446
1844,1
1845,0.672606152
1846,0.186689502
1847,0.999054054
1848,0.007718637
1849,0.100255194
1850,0.632955535
1851,0.454836613
1852,0.996071968
1853,0.114927483
1854,0.996312103
1855,0.111256607
1856,0.587901446
1857,0.074292476
1858,0.032440862
1859,0.973553898
1860,0.190951003
1861,0.664604211
1862,0.030060287
1863,0.98492011
1864,0.121417614
1865,0.991795435
1866,0.980004327
1867,0.998137638
1868,0.57739398
1869,0.074501677
1870,0.090208786
1871,0.271397418
1872,0.685488591
1873,0.021423251
1874,0.997257564
1875,0.589940876
1876,0.368795741
1877,0.883382789
1878,0.416467164
1879,0.926433646
1880,0.549718406
1881,0.19409154
1882,1
1883,0.158320021
1884,0.054762621
1885,0.176065168
1886,0.507433199
1887,0.577487252
1888,0.086089087
1889,1
1890,0.09260453
1891,0.033727167
1892,0.039866006
1893,1
1894,1
1895,0.606479476
1896,0.54047254
1897,0.588560499
1898,0.102421124
1899,1
1900,0.02801166
1901,0.128275199
1902,0.950968804
1903,0.940980074
1904,1
1905,1
1906,0.14438104
1907,0.849820457
1908,0.740070324
1909,0.953307875
1910,0.999932432
1911,0.070452039
1912,0.257041237
1913,0.639059977
1914,1
1915,0.988194169
1916,0.168623912
1917,0.955990482
1918,0.990901601
1919,1
1920,0.832802579
1921,0.99983687
1922,0.872391089
1923,0.029248182
1924,0.2711964
1925,0.998049123
1926,0.999873418
1927,0.998383864
1928,0.798002964
1929,0.079423667
1930,0.085345109
1931,0.964173881
1932,0.997350849
1933,0.978910579
1934,0.02070065
1935,1
1936,0.319760682
1937,0.791454885
1938,0.018598822
1939,0.027873658
1940,0.744603269
1941,0.134765946
1942,0.999669662
1943,0.438049725
1944,0.520691993
1945,0.999546596
1946,0.065113516
1947,0.053493683
1948,0.658889615
1949,0.146471384
1950,0.168295117
1951,0.216599615
1952,0.102318841
1953,0.006996301
1954,0.817599398
1955,0.029891089
1956,0.986481725
1957,0.083351018
1958,0.393943877
1959,0.988656603
1960,0.154191726
1961,0.998540141
1962,1
1963,0.001866269
1964,0.031660655
1965,0.109768823
1966,0.999414261
1967,0.250783559
1968,0.168851083
1969,0.233515248
1970,0.804200342
1971,0.629838592
1972,0.984579946
1973,1
1974,0.992457353
1975,1
1976,0.998280799
1977,0.012022771
1978,0.133053285
1979,0.020367784
1980,0.752096979
1981,0.998862466
1982,0.050568164
1983,0.999303246
1984,0.226828157
1985,0.126377699
1986,0.009323204
1987,0.595508814
1988,0.100930005
1989,0.06795066
1990,0.011506368
1991,0.246145
1992,0.999876543
1993,0.567625463
1994,0.998763609
1995,0.598508489
1996,0.999735088
1997,1
1998,0.577125814
1999,0.08952086
2000,0.154612274
